Chr	Position	ModStatus	Status
25s	2365	Unm	Unm
25s	2366	Unm	Unm
25s	2367	Unm	Unm
25s	2368	Unm	Unm
25s	2369	Unm	Unm
25s	2370	Unm	Unm
25s	2371	Unm	Unm
25s	2372	Unm	Unm
25s	2373	Unm	Unm
25s	2374	Unm	Unm
25s	2375	Unm	Unm
25s	2376	Unm	Unm
25s	2377	Unm	Unm
25s	2378	Unm	Unm
25s	2379	Unm	Unm
25s	2380	Unm	Unm
25s	2381	Unm	Unm
25s	2382	Unm	Unm
25s	2383	Unm	Unm
25s	2384	Unm	Unm
25s	2385	Unm	Unm
25s	2386	Unm	Unm
25s	2387	Unm	Unm
25s	2388	Unm	Unm
25s	2389	Unm	Unm
25s	2390	Unm	Unm
25s	2391	Unm	Unm
25s	2392	Unm	Unm
25s	2393	Unm	Unm
25s	2394	Unm	Unm
25s	2395	Unm	Unm
25s	2396	Unm	Unm
25s	2397	Unm	Unm
25s	2398	Unm	Unm
25s	2399	Unm	Unm
25s	2400	Unm	Unm
25s	2401	Unm	Unm
25s	2402	Unm	Unm
25s	2403	Unm	Unm
25s	2404	Unm	Unm
25s	2405	Unm	Unm
25s	2406	Unm	Unm
25s	2407	Unm	Unm
25s	2408	Unm	Unm
25s	2409	Unm	Unm
25s	2410	Unm	Unm
25s	2411	Unm	Unm
25s	2412	Unm	Unm
25s	2413	Unm	Unm
25s	2414	Unm	NA
25s	2415	Unm	NA
25s	2416	Y	Y
25s	2417	Um	Um
25s	2418	Unm	NA
25s	2419	Unm	NA
25s	2420	Unm	NA
25s	2421	Um	Um
25s	2422	Unm	NA
25s	2423	Unm	NA
25s	2424	Unm	Unm
25s	2425	Unm	Unm
25s	2426	Unm	Unm
25s	2427	Unm	Unm
25s	2428	Unm	Unm
25s	2429	Unm	Unm
25s	2430	Unm	Unm
25s	2431	Unm	Unm
25s	2432	Unm	Unm
25s	2433	Unm	Unm
25s	2434	Unm	Unm
25s	2435	Unm	Unm
25s	2436	Unm	Unm
25s	2437	Unm	Unm
25s	2438	Unm	Unm
25s	2439	Unm	Unm
25s	2440	Unm	Unm
25s	2441	Unm	Unm
25s	2442	Unm	Unm
25s	2443	Unm	Unm
25s	2444	Unm	Unm
25s	2445	Unm	Unm
25s	2446	Unm	Unm
25s	2447	Unm	Unm
25s	2448	Unm	Unm
25s	2449	Unm	Unm
25s	2450	Unm	Unm
25s	2451	Unm	Unm
25s	2452	Unm	Unm
25s	2453	Unm	Unm
25s	2454	Unm	Unm
25s	2455	Unm	Unm
25s	2456	Unm	Unm
25s	2457	Unm	Unm
25s	2458	Unm	Unm
25s	2459	Unm	Unm
25s	2460	Unm	Unm
25s	2461	Unm	Unm
25s	2462	Unm	Unm
25s	2463	Unm	Unm
25s	2464	Unm	Unm
25s	2465	Unm	Unm
25s	2466	Unm	Unm
25s	2467	Unm	Unm
25s	2468	Unm	Unm
25s	2469	Unm	Unm
25s	2470	Unm	Unm
25s	2471	Unm	Unm
25s	2472	Unm	Unm
25s	2473	Unm	Unm
25s	2474	Unm	Unm
25s	2475	Unm	Unm
25s	2476	Unm	Unm
25s	2477	Unm	Unm
25s	2478	Unm	Unm
25s	2479	Unm	Unm
25s	2480	Unm	Unm
25s	2481	Unm	Unm
25s	2482	Unm	Unm
25s	2483	Unm	Unm
25s	2484	Unm	Unm
25s	2485	Unm	Unm
25s	2486	Unm	Unm
25s	2487	Unm	Unm
25s	2488	Unm	Unm
25s	2489	Unm	Unm
25s	2490	Unm	Unm
25s	2491	Unm	Unm
25s	2492	Unm	Unm
25s	2493	Unm	Unm
25s	2494	Unm	Unm
25s	2495	Unm	Unm
25s	2496	Unm	Unm
25s	2497	Unm	Unm
25s	2498	Unm	Unm
25s	2499	Unm	Unm
25s	2500	Unm	Unm
25s	2501	Unm	Unm
25s	2502	Unm	Unm
25s	2503	Unm	Unm
25s	2504	Unm	Unm
25s	2505	Unm	Unm
25s	2506	Unm	Unm
25s	2507	Unm	Unm
25s	2508	Unm	Unm
25s	2509	Unm	Unm
25s	2510	Unm	Unm
25s	2511	Unm	Unm
25s	2512	Unm	Unm
25s	2513	Unm	Unm
25s	2514	Unm	Unm
25s	2515	Unm	Unm
25s	2516	Unm	Unm
25s	2517	Unm	Unm
25s	2518	Unm	Unm
25s	2519	Unm	Unm
25s	2520	Unm	Unm
25s	2521	Unm	Unm
25s	2522	Unm	Unm
25s	2523	Unm	Unm
25s	2524	Unm	Unm
25s	2525	Unm	Unm
25s	2526	Unm	Unm
25s	2527	Unm	Unm
25s	2528	Unm	Unm
25s	2529	Unm	Unm
25s	2530	Unm	Unm
25s	2531	Unm	Unm
25s	2532	Unm	Unm
25s	2533	Unm	Unm
25s	2534	Unm	Unm
25s	2535	Unm	Unm
25s	2536	Unm	Unm
25s	2537	Unm	Unm
25s	2538	Unm	Unm
25s	2539	Unm	Unm
25s	2540	Unm	Unm
25s	2541	Unm	Unm
25s	2542	Unm	Unm
25s	2543	Unm	Unm
25s	2544	Unm	Unm
25s	2545	Unm	Unm
25s	2546	Unm	Unm
25s	2547	Unm	Unm
25s	2548	Unm	Unm
25s	2549	Unm	Unm
25s	2550	Unm	Unm
25s	2551	Unm	Unm
25s	2552	Unm	Unm
25s	2553	Unm	Unm
25s	2554	Unm	Unm
25s	2555	Unm	Unm
25s	2556	Unm	Unm
25s	2557	Unm	Unm
25s	2558	Unm	Unm
25s	2559	Unm	Unm
25s	2560	Unm	Unm
25s	2561	Unm	Unm
25s	2562	Unm	Unm
25s	2563	Unm	Unm
25s	2564	Unm	Unm
25s	2565	Unm	Unm
25s	2566	Unm	Unm
25s	2567	Unm	Unm
25s	2568	Unm	Unm
25s	2569	Unm	Unm
25s	2570	Unm	Unm
25s	2571	Unm	Unm
25s	2572	Unm	Unm
25s	2573	Unm	Unm
25s	2574	Unm	Unm
25s	2575	Unm	Unm
25s	2576	Unm	Unm
25s	2577	Unm	Unm
25s	2578	Unm	Unm
25s	2579	Unm	Unm
25s	2580	Unm	Unm
25s	2581	Unm	Unm
25s	2582	Unm	Unm
25s	2583	Unm	Unm
25s	2584	Unm	Unm
25s	2585	Unm	Unm
25s	2586	Unm	Unm
25s	2587	Unm	Unm
25s	2588	Unm	Unm
25s	2589	Unm	Unm
25s	2590	Unm	Unm
25s	2591	Unm	Unm
25s	2592	Unm	Unm
25s	2593	Unm	Unm
25s	2594	Unm	Unm
25s	2595	Unm	Unm
25s	2596	Unm	Unm
25s	2597	Unm	Unm
25s	2598	Unm	Unm
25s	2599	Unm	Unm
25s	2600	Unm	Unm
25s	2601	Unm	Unm
25s	2602	Unm	Unm
25s	2603	Unm	Unm
25s	2604	Unm	Unm
25s	2605	Unm	Unm
25s	2606	Unm	Unm
25s	2607	Unm	Unm
25s	2608	Unm	Unm
25s	2609	Unm	Unm
25s	2610	Unm	Unm
25s	2611	Unm	Unm
25s	2612	Unm	Unm
25s	2613	Unm	Unm
25s	2614	Unm	Unm
25s	2615	Unm	Unm
25s	2616	Unm	Unm
25s	2617	Unm	NA
25s	2618	Unm	NA
25s	2619	Gm	Gm
25s	2620	Unm	NA
25s	2621	Unm	NA
25s	2622	Unm	Unm
25s	2623	Unm	Unm
25s	2624	Unm	Unm
25s	2625	Unm	Unm
25s	2626	Unm	Unm
25s	2627	Unm	Unm
25s	2628	Unm	Unm
25s	2629	Unm	Unm
25s	2630	Unm	Unm
25s	2631	Unm	Unm
25s	2632	Unm	NA
25s	2633	Unm	NA
25s	2634	m3U	m3U
25s	2635	Unm	NA
25s	2636	Unm	NA
25s	2637	Unm	Unm
25s	2638	Unm	NA
25s	2639	Unm	NA
25s	2640	Am	Am
25s	2641	Unm	NA
25s	2642	Unm	NA
25s	2643	Unm	Unm
25s	2644	Unm	Unm
25s	2645	Unm	Unm
25s	2646	Unm	Unm
25s	2647	Unm	Unm
25s	2648	Unm	Unm
25s	2649	Unm	Unm
25s	2650	Unm	Unm
25s	2651	Unm	Unm
25s	2652	Unm	Unm
25s	2653	Unm	Unm
25s	2654	Unm	Unm
25s	2655	Unm	Unm
25s	2656	Unm	Unm
25s	2657	Unm	Unm
25s	2658	Unm	Unm
25s	2659	Unm	Unm
25s	2660	Unm	Unm
25s	2661	Unm	Unm
25s	2662	Unm	Unm
25s	2663	Unm	Unm
25s	2664	Unm	Unm
25s	2665	Unm	Unm
25s	2666	Unm	Unm
25s	2667	Unm	Unm
25s	2668	Unm	Unm
25s	2669	Unm	Unm
25s	2670	Unm	Unm
25s	2671	Unm	Unm
25s	2672	Unm	Unm
25s	2673	Unm	Unm
25s	2674	Unm	Unm
25s	2675	Unm	Unm
25s	2676	Unm	Unm
25s	2677	Unm	Unm
25s	2678	Unm	Unm
25s	2679	Unm	Unm
25s	2680	Unm	Unm
25s	2681	Unm	Unm
25s	2682	Unm	Unm
25s	2683	Unm	Unm
25s	2684	Unm	Unm
25s	2685	Unm	Unm
25s	2686	Unm	Unm
25s	2687	Unm	Unm
25s	2688	Unm	Unm
25s	2689	Unm	Unm
25s	2690	Unm	Unm
25s	2691	Unm	Unm
25s	2692	Unm	Unm
25s	2693	Unm	Unm
25s	2694	Unm	Unm
25s	2695	Unm	Unm
25s	2696	Unm	Unm
25s	2697	Unm	Unm
25s	2698	Unm	Unm
25s	2699	Unm	Unm
25s	2700	Unm	Unm
25s	2701	Unm	Unm
25s	2702	Unm	Unm
25s	2703	Unm	Unm
25s	2704	Unm	Unm
25s	2705	Unm	Unm
25s	2706	Unm	Unm
25s	2707	Unm	Unm
25s	2708	Unm	Unm
25s	2709	Unm	Unm
25s	2710	Unm	Unm
25s	2711	Unm	Unm
25s	2712	Unm	Unm
25s	2713	Unm	Unm
25s	2714	Unm	Unm
25s	2715	Unm	Unm
25s	2716	Unm	Unm
25s	2717	Unm	Unm
25s	2718	Unm	Unm
25s	2719	Unm	Unm
25s	2720	Unm	Unm
25s	2721	Unm	Unm
25s	2722	Unm	NA
25s	2723	Unm	NA
25s	2724	Um	Um
25s	2725	Unm	NA
25s	2726	Unm	NA
25s	2727	Unm	NA
25s	2728	Unm	NA
25s	2729	Um	Um
25s	2730	Unm	NA
25s	2731	Unm	NA
25s	2732	Unm	Unm
25s	2733	Unm	NA
25s	2734	Unm	NA
25s	2735	Y	Y
25s	2736	Unm	NA
25s	2737	Unm	NA
25s	2738	Unm	Unm
25s	2739	Unm	Unm
25s	2740	Unm	Unm
25s	2741	Unm	Unm
25s	2742	Unm	Unm
25s	2743	Unm	Unm
25s	2744	Unm	Unm
25s	2745	Unm	Unm
25s	2746	Unm	Unm
25s	2747	Unm	Unm
25s	2748	Unm	Unm
25s	2749	Unm	Unm
25s	2750	Unm	Unm
25s	2751	Unm	Unm
25s	2752	Unm	Unm
25s	2753	Unm	Unm
25s	2754	Unm	Unm
25s	2755	Unm	Unm
25s	2756	Unm	Unm
25s	2757	Unm	Unm
25s	2758	Unm	Unm
25s	2759	Unm	Unm
25s	2760	Unm	Unm
25s	2761	Unm	Unm
25s	2762	Unm	Unm
25s	2763	Unm	Unm
25s	2764	Unm	Unm
25s	2765	Unm	Unm
25s	2766	Unm	Unm
25s	2767	Unm	Unm
25s	2768	Unm	Unm
25s	2769	Unm	Unm
25s	2770	Unm	Unm
25s	2771	Unm	Unm
25s	2772	Unm	Unm
25s	2773	Unm	Unm
25s	2774	Unm	Unm
25s	2775	Unm	Unm
25s	2776	Unm	Unm
25s	2777	Unm	Unm
25s	2778	Unm	Unm
25s	2779	Unm	Unm
25s	2780	Unm	Unm
25s	2781	Unm	Unm
25s	2782	Unm	Unm
25s	2783	Unm	Unm
25s	2784	Unm	Unm
25s	2785	Unm	Unm
25s	2786	Unm	Unm
25s	2787	Unm	Unm
25s	2788	Unm	Unm
25s	2789	Unm	NA
25s	2790	Unm	NA
25s	2791	Gm	NA
25s	2792	Unm	NA
25s	2793	Gm	NA
25s	2794	Unm	NA
25s	2795	Unm	NA
25s	2796	Unm	Unm
25s	2797	Unm	Unm
25s	2798	Unm	Unm
25s	2799	Unm	Unm
25s	2800	Unm	Unm
25s	2801	Unm	Unm
25s	2802	Unm	Unm
25s	2803	Unm	Unm
25s	2804	Unm	Unm
25s	2805	Unm	Unm
25s	2806	Unm	Unm
25s	2807	Unm	Unm
25s	2808	Unm	Unm
25s	2809	Unm	Unm
25s	2810	Unm	Unm
25s	2811	Unm	Unm
25s	2812	Unm	Unm
25s	2813	Unm	NA
25s	2814	Unm	NA
25s	2815	Gm	Gm
25s	2816	Unm	NA
25s	2817	Unm	NA
25s	2818	Unm	Unm
25s	2819	Unm	Unm
25s	2820	Unm	Unm
25s	2821	Unm	Unm
25s	2822	Unm	Unm
25s	2823	Unm	Unm
25s	2824	Unm	NA
25s	2825	Unm	NA
25s	2826	Y	Y
25s	2827	Unm	NA
25s	2828	Unm	NA
25s	2829	Unm	Unm
25s	2830	Unm	Unm
25s	2831	Unm	Unm
25s	2832	Unm	Unm
25s	2833	Unm	Unm
25s	2834	Unm	Unm
25s	2835	Unm	Unm
25s	2836	Unm	Unm
25s	2837	Unm	Unm
25s	2838	Unm	Unm
25s	2839	Unm	Unm
25s	2840	Unm	Unm
25s	2841	Unm	NA
25s	2842	Unm	NA
25s	2843	m3U	m3U
25s	2844	Unm	NA
25s	2845	Unm	NA
25s	2846	Unm	Unm
25s	2847	Unm	Unm
25s	2848	Unm	Unm
25s	2849	Unm	Unm
25s	2850	Unm	Unm
25s	2851	Unm	Unm
25s	2852	Unm	Unm
25s	2853	Unm	Unm
25s	2854	Unm	Unm
25s	2855	Unm	Unm
25s	2856	Unm	Unm
25s	2857	Unm	Unm
25s	2858	Unm	Unm
25s	2859	Unm	Unm
25s	2860	Unm	Unm
25s	2861	Unm	Unm
25s	2862	Unm	Unm
25s	2863	Unm	NA
25s	2864	Unm	NA
25s	2865	Y	Y
25s	2866	Unm	NA
25s	2867	Unm	NA
25s	2868	Unm	NA
25s	2869	Unm	NA
25s	2870	m5C	m5C
25s	2871	Unm	NA
25s	2872	Unm	NA
25s	2873	Unm	Unm
25s	2874	Unm	Unm
25s	2875	Unm	Unm
25s	2876	Unm	Unm
25s	2877	Unm	Unm
25s	2878	Unm	NA
25s	2879	Unm	NA
25s	2880	Y	Y
25s	2881	Unm	NA
25s	2882	Unm	NA
25s	2883	Unm	Unm
25s	2884	Unm	Unm
25s	2885	Unm	Unm
25s	2886	Unm	Unm
25s	2887	Unm	Unm
25s	2888	Unm	Unm
25s	2889	Unm	Unm
25s	2890	Unm	Unm
25s	2891	Unm	Unm
25s	2892	Unm	Unm
25s	2893	Unm	Unm
25s	2894	Unm	Unm
25s	2895	Unm	Unm
25s	2896	Unm	Unm
25s	2897	Unm	Unm
25s	2898	Unm	Unm
25s	2899	Unm	Unm
25s	2900	Unm	Unm
25s	2901	Unm	Unm
25s	2902	Unm	Unm
25s	2903	Unm	Unm
25s	2904	Unm	Unm
25s	2905	Unm	Unm
25s	2906	Unm	Unm
25s	2907	Unm	Unm
25s	2908	Unm	Unm
25s	2909	Unm	Unm
25s	2910	Unm	Unm
25s	2911	Unm	Unm
25s	2912	Unm	Unm
25s	2913	Unm	Unm
25s	2914	Unm	Unm
25s	2915	Unm	Unm
25s	2916	Unm	Unm
25s	2917	Unm	Unm
25s	2918	Unm	Unm
25s	2919	Unm	NA
25s	2920	Unm	NA
25s	2921	Um	NA
25s	2922	Gm	NA
25s	2923	Y	NA
25s	2924	Unm	NA
25s	2925	Unm	NA
25s	2926	Unm	Unm
25s	2927	Unm	Unm
25s	2928	Unm	Unm
25s	2929	Unm	Unm
25s	2930	Unm	Unm
25s	2931	Unm	Unm
25s	2932	Unm	Unm
25s	2933	Unm	Unm
25s	2934	Unm	Unm
25s	2935	Unm	Unm
25s	2936	Unm	Unm
25s	2937	Unm	Unm
25s	2938	Unm	Unm
25s	2939	Unm	Unm
25s	2940	Unm	Unm
25s	2941	Unm	Unm
25s	2942	Unm	NA
25s	2943	Unm	NA
25s	2944	Y	NA
25s	2945	Unm	NA
25s	2946	Am	NA
25s	2947	Unm	NA
25s	2948	Cm	NA
25s	2949	Unm	NA
25s	2950	Unm	NA
25s	2951	Unm	Unm
25s	2952	Unm	Unm
25s	2953	Unm	Unm
25s	2954	Unm	Unm
25s	2955	Unm	Unm
25s	2956	Unm	Unm
25s	2957	Unm	NA
25s	2958	Unm	NA
25s	2959	Cm	Cm
25s	2960	Unm	NA
25s	2961	Unm	NA
25s	2962	Unm	Unm
25s	2963	Unm	Unm
25s	2964	Unm	Unm
25s	2965	Unm	Unm
25s	2966	Unm	Unm
25s	2967	Unm	Unm
25s	2968	Unm	Unm
25s	2969	Unm	Unm
25s	2970	Unm	Unm
25s	2971	Unm	Unm
25s	2972	Unm	Unm
25s	2973	Unm	NA
25s	2974	Unm	NA
25s	2975	Y	Y
25s	2976	Unm	NA
25s	2977	Unm	NA
25s	2978	Unm	Unm
25s	2979	Unm	Unm
25s	2980	Unm	Unm
25s	2981	Unm	Unm
25s	2982	Unm	Unm
25s	2983	Unm	Unm
25s	2984	Unm	Unm
25s	2985	Unm	Unm
25s	2986	Unm	Unm
25s	2987	Unm	Unm
25s	2988	Unm	Unm
25s	2989	Unm	Unm
25s	2990	Unm	Unm
25s	2991	Unm	Unm
25s	2992	Unm	Unm
25s	2993	Unm	Unm
25s	2994	Unm	Unm
25s	2995	Unm	Unm
25s	2996	Unm	Unm
25s	2997	Unm	Unm
25s	2998	Unm	Unm
25s	2999	Unm	Unm
25s	3000	Unm	Unm
25s	3001	Unm	Unm
25s	3002	Unm	Unm
25s	3003	Unm	Unm
25s	3004	Unm	Unm
25s	3005	Unm	Unm
25s	3006	Unm	Unm
25s	3007	Unm	Unm
25s	3008	Unm	Unm
25s	3009	Unm	Unm
25s	3010	Unm	Unm
25s	3011	Unm	Unm
25s	3012	Unm	Unm
25s	3013	Unm	Unm
25s	3014	Unm	Unm
25s	3015	Unm	Unm
25s	3016	Unm	Unm
25s	3017	Unm	Unm
25s	3018	Unm	Unm
25s	3019	Unm	Unm
25s	3020	Unm	Unm
25s	3021	Unm	Unm
25s	3022	Unm	Unm
25s	3023	Unm	Unm
25s	3024	Unm	Unm
25s	3025	Unm	Unm
25s	3026	Unm	Unm
25s	3027	Unm	Unm
25s	3028	Unm	Unm
25s	3029	Unm	Unm
25s	3030	Unm	Unm
25s	3031	Unm	Unm
25s	3032	Unm	Unm
25s	3033	Unm	Unm
25s	3034	Unm	Unm
25s	3035	Unm	Unm
25s	3036	Unm	Unm
25s	3037	Unm	Unm
25s	3038	Unm	Unm
25s	3039	Unm	Unm
25s	3040	Unm	Unm
25s	3041	Unm	Unm
25s	3042	Unm	Unm
25s	3043	Unm	Unm
25s	3044	Unm	Unm
25s	3045	Unm	Unm
25s	3046	Unm	Unm
25s	3047	Unm	Unm
25s	3048	Unm	Unm
25s	3049	Unm	Unm
25s	3050	Unm	Unm
25s	3051	Unm	Unm
25s	3052	Unm	Unm
25s	3053	Unm	Unm
25s	3054	Unm	Unm
25s	3055	Unm	Unm
25s	3056	Unm	Unm
25s	3057	Unm	Unm
25s	3058	Unm	Unm
25s	3059	Unm	Unm
25s	3060	Unm	Unm
25s	3061	Unm	Unm
25s	3062	Unm	Unm
25s	3063	Unm	Unm
25s	3064	Unm	Unm
25s	3065	Unm	Unm
25s	3066	Unm	Unm
25s	3067	Unm	Unm
25s	3068	Unm	Unm
25s	3069	Unm	Unm
25s	3070	Unm	Unm
25s	3071	Unm	Unm
25s	3072	Unm	Unm
25s	3073	Unm	Unm
25s	3074	Unm	Unm
25s	3075	Unm	Unm
25s	3076	Unm	Unm
25s	3077	Unm	Unm
25s	3078	Unm	Unm
25s	3079	Unm	Unm
25s	3080	Unm	Unm
25s	3081	Unm	Unm
25s	3082	Unm	Unm
25s	3083	Unm	Unm
25s	3084	Unm	Unm
25s	3085	Unm	Unm
25s	3086	Unm	Unm
25s	3087	Unm	Unm
25s	3088	Unm	Unm
25s	3089	Unm	Unm
25s	3090	Unm	Unm
25s	3091	Unm	Unm
25s	3092	Unm	Unm
25s	3093	Unm	Unm
25s	3094	Unm	Unm
25s	3095	Unm	Unm
25s	3096	Unm	Unm
25s	3097	Unm	Unm
25s	3098	Unm	Unm
25s	3099	Unm	Unm
25s	3100	Unm	Unm
25s	3101	Unm	Unm
25s	3102	Unm	Unm
25s	3103	Unm	Unm
25s	3104	Unm	Unm
25s	3105	Unm	Unm
25s	3106	Unm	Unm
25s	3107	Unm	Unm
25s	3108	Unm	Unm
25s	3109	Unm	Unm
25s	3110	Unm	Unm
25s	3111	Unm	Unm
25s	3112	Unm	Unm
25s	3113	Unm	Unm
25s	3114	Unm	Unm
25s	3115	Unm	Unm
25s	3116	Unm	Unm
25s	3117	Unm	Unm
25s	3118	Unm	Unm
25s	3119	Unm	Unm
25s	3120	Unm	Unm
25s	3121	Unm	Unm
25s	3122	Unm	Unm
25s	3123	Unm	Unm
25s	3124	Unm	Unm
25s	3125	Unm	Unm
25s	3126	Unm	Unm
25s	3127	Unm	Unm
25s	3128	Unm	Unm
25s	3129	Unm	Unm
25s	3130	Unm	Unm
25s	3131	Unm	Unm
25s	3132	Unm	Unm
25s	3133	Unm	Unm
25s	3134	Unm	Unm
25s	3135	Unm	Unm
25s	3136	Unm	Unm
25s	3137	Unm	Unm
25s	3138	Unm	Unm
25s	3139	Unm	Unm
25s	3140	Unm	Unm
25s	3141	Unm	Unm
25s	3142	Unm	Unm
25s	3143	Unm	Unm
25s	3144	Unm	Unm
25s	3145	Unm	Unm
25s	3146	Unm	Unm
25s	3147	Unm	Unm
25s	3148	Unm	Unm
25s	3149	Unm	Unm
25s	3150	Unm	Unm
25s	3151	Unm	Unm
25s	3152	Unm	Unm
25s	3153	Unm	Unm
25s	3154	Unm	Unm
25s	3155	Unm	Unm
25s	3156	Unm	Unm
25s	3157	Unm	Unm
25s	3158	Unm	Unm
25s	3159	Unm	Unm
25s	3160	Unm	Unm
25s	3161	Unm	Unm
25s	3162	Unm	Unm
25s	3163	Unm	Unm
25s	3164	Unm	Unm
25s	3165	Unm	Unm
25s	3166	Unm	Unm
25s	3167	Unm	Unm
25s	3168	Unm	Unm
25s	3169	Unm	Unm
25s	3170	Unm	Unm
25s	3171	Unm	Unm
25s	3172	Unm	Unm
25s	3173	Unm	Unm
25s	3174	Unm	Unm
25s	3175	Unm	Unm
25s	3176	Unm	Unm
25s	3177	Unm	Unm
25s	3178	Unm	Unm
25s	3179	Unm	Unm
25s	3180	Unm	Unm
25s	3181	Unm	Unm
25s	3182	Unm	Unm
25s	3183	Unm	Unm
25s	3184	Unm	Unm
25s	3185	Unm	Unm
25s	3186	Unm	Unm
25s	3187	Unm	Unm
25s	3188	Unm	Unm
25s	3189	Unm	Unm
25s	3190	Unm	Unm
25s	3191	Unm	Unm
25s	3192	Unm	Unm
25s	3193	Unm	Unm
25s	3194	Unm	Unm
25s	3195	Unm	Unm
25s	3196	Unm	Unm
25s	3197	Unm	Unm
25s	3198	Unm	Unm
25s	3199	Unm	Unm
25s	3200	Unm	Unm
25s	3201	Unm	Unm
25s	3202	Unm	Unm
25s	3203	Unm	Unm
25s	3204	Unm	Unm
25s	3205	Unm	Unm
25s	3206	Unm	Unm
25s	3207	Unm	Unm
25s	3208	Unm	Unm
25s	3209	Unm	Unm
25s	3210	Unm	Unm
25s	3211	Unm	Unm
25s	3212	Unm	Unm
25s	3213	Unm	Unm
25s	3214	Unm	Unm
25s	3215	Unm	Unm
25s	3216	Unm	Unm
25s	3217	Unm	Unm
25s	3218	Unm	Unm
25s	3219	Unm	Unm
25s	3220	Unm	Unm
25s	3221	Unm	Unm
25s	3222	Unm	Unm
25s	3223	Unm	Unm
25s	3224	Unm	Unm
25s	3225	Unm	Unm
25s	3226	Unm	Unm
25s	3227	Unm	Unm
25s	3228	Unm	Unm
25s	3229	Unm	Unm
25s	3230	Unm	Unm
25s	3231	Unm	Unm
25s	3232	Unm	Unm
25s	3233	Unm	Unm
25s	3234	Unm	Unm
25s	3235	Unm	Unm
25s	3236	Unm	Unm
25s	3237	Unm	Unm
25s	3238	Unm	Unm
25s	3239	Unm	Unm
25s	3240	Unm	Unm
25s	3241	Unm	Unm
25s	3242	Unm	Unm
25s	3243	Unm	Unm
25s	3244	Unm	Unm
25s	3245	Unm	Unm
25s	3246	Unm	Unm
25s	3247	Unm	Unm
25s	3248	Unm	Unm
25s	3249	Unm	Unm
25s	3250	Unm	Unm
25s	3251	Unm	Unm
25s	3252	Unm	Unm
25s	3253	Unm	Unm
25s	3254	Unm	Unm
25s	3255	Unm	Unm
25s	3256	Unm	Unm
25s	3257	Unm	Unm
25s	3258	Unm	Unm
25s	3259	Unm	Unm
25s	3260	Unm	Unm
25s	3261	Unm	Unm
25s	3262	Unm	Unm
25s	3263	Unm	Unm
25s	3264	Unm	Unm
25s	3265	Unm	Unm
25s	3266	Unm	Unm
25s	3267	Unm	Unm
25s	3268	Unm	Unm
25s	3269	Unm	Unm
25s	3270	Unm	Unm
25s	3271	Unm	Unm
25s	3272	Unm	Unm
25s	3273	Unm	Unm
25s	3274	Unm	Unm
25s	3275	Unm	Unm
25s	3276	Unm	Unm
25s	3277	Unm	Unm
25s	3278	Unm	Unm
25s	3279	Unm	Unm
25s	3280	Unm	Unm
25s	3281	Unm	Unm
25s	3282	Unm	Unm
25s	3283	Unm	Unm
25s	3284	Unm	Unm
25s	3285	Unm	Unm
25s	3286	Unm	Unm
25s	3287	Unm	Unm
25s	3288	Unm	Unm
25s	3289	Unm	Unm
25s	3290	Unm	Unm
25s	3291	Unm	Unm
25s	3292	Unm	Unm
25s	3293	Unm	Unm
25s	3294	Unm	Unm
25s	3295	Unm	Unm
25s	3296	Unm	Unm
25s	3297	Unm	Unm
25s	3298	Unm	Unm
25s	3299	Unm	Unm
25s	3300	Unm	Unm
25s	3301	Unm	Unm
25s	3302	Unm	Unm
25s	3303	Unm	Unm
25s	3304	Unm	Unm
25s	3305	Unm	Unm
25s	3306	Unm	Unm
25s	3307	Unm	Unm
25s	3308	Unm	Unm
25s	3309	Unm	Unm
25s	3310	Unm	Unm
25s	3311	Unm	Unm
25s	3312	Unm	Unm
25s	3313	Unm	Unm
25s	3314	Unm	Unm
25s	3315	Unm	Unm
25s	3316	Unm	Unm
25s	3317	Unm	Unm
25s	3318	Unm	Unm
25s	3319	Unm	Unm
25s	3320	Unm	Unm
25s	3321	Unm	Unm
25s	3322	Unm	Unm
25s	3323	Unm	Unm
25s	3324	Unm	Unm
25s	3325	Unm	Unm
25s	3326	Unm	Unm
25s	3327	Unm	Unm
25s	3328	Unm	Unm
25s	3329	Unm	Unm
25s	3330	Unm	Unm
25s	3331	Unm	Unm
25s	3332	Unm	Unm
25s	3333	Unm	Unm
25s	3334	Unm	Unm
25s	3335	Unm	Unm
25s	3336	Unm	Unm
25s	3337	Unm	Unm
25s	3338	Unm	Unm
25s	3339	Unm	Unm
25s	3340	Unm	Unm
25s	3341	Unm	Unm
25s	3342	Unm	Unm
25s	3343	Unm	Unm
25s	3344	Unm	Unm
25s	3345	Unm	Unm
25s	3346	Unm	Unm
25s	3347	Unm	Unm
25s	3348	Unm	Unm
25s	3349	Unm	Unm
25s	3350	Unm	Unm
25s	3351	Unm	Unm
25s	3352	Unm	Unm
25s	3353	Unm	Unm
25s	3354	Unm	Unm
25s	3355	Unm	Unm
25s	3356	Unm	Unm
25s	3357	Unm	Unm
25s	3358	Unm	Unm
25s	3359	Unm	Unm
25s	3360	Unm	Unm
25s	3361	Unm	Unm
25s	3362	Unm	Unm
25s	3363	Unm	Unm
25s	3364	Unm	Unm
25s	3365	Unm	Unm
25s	3366	Unm	Unm
25s	3367	Unm	Unm
25s	3368	Unm	Unm
25s	3369	Unm	Unm
25s	3370	Unm	Unm
